Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond yes or no.
5650,2,3,5,Yes
5651,5,1,2,Yes
5652,1,5,4,Yes
5653,3,2,5,No
5654,5,4,2,Yes
5655,3,5,5,Yes
5656,5,2,3,Yes
5657,2,5,1,Yes
5658,4,3,5,No
5659,3,1,3,Yes
5660,1,5,2,Yes
5661,5,3,2,Yes
5662,2,2,4,Yes
5663,4,2,4,No
5664,5,4,3,Yes
5665,2,4,5,Yes
5666,5,3,3,Yes
5667,3,5,1,Yes
5668,1,3,5,Yes
5669,5,1,5,Yes
5670,3,5,2,No
5671,2,5,1,Yes
5672,2,2,5,Yes
5673,4,1,2,Yes
5674,4,5,3,Yes
5675,3,2,5,Yes
5676,5,3,3,Yes
5677,3,5,4,Yes
5678,1,3,5,Yes
5679,5,4,2,No
5680,5,5,5,Yes
5681,2,2,1,No
5682,1,5,3,Yes
5683,5,1,5,Yes
5684,2,3,3,No
5685,3,5,5,Yes
5686,5,3,2,Yes
5687,3,5,4,Yes
5688,4,2,3,Yes
5689,5,4,1,No
5690,2,3,5,Yes
5691,5,1,2,Yes
5692,1,5,4,Yes
5693,3,2,5,No
5694,5,4,2,Yes
5695,3,5,5,Yes
5696,5,2,3,Yes
5697,2,5,1,Yes
5698,4,3,5,No
5699,3,1,3,Yes
5700,1,5,2,Yes
5701,5,3,2,Yes
5702,2,2,4,Yes
5703,4,2,4,No
5704,5,4,3,Yes
5705,2,4,5,Yes
5706,5,3,3,Yes
5707,3,5,1,Yes
5708,1,3,5,Yes
5709,5,1,5,Yes
5710,3,5,2,No
5711,2,5,1,Yes
5712,2,2,5,
5713,4,1,2,
5714,4,5,3,Yes
5715,3,2,5,Yes
5716,5,3,3,Yes
5717,3,5,4,Yes
5718,1,3,5,Yes
5719,5,4,2,Yes
5720,5,5,5,Yes
5721,2,2,1,No
5722,1,5,3,Yes
5723,5,1,5,No
5724,2,3,3,Yes
5725,3,5,5,Yes
5726,5,3,2,No
5727,3,5,4,Yes
5728,4,2,3,Yes
5729,5,4,1,Yes
5730,2,3,5,Yes
5731,5,1,2,No
5732,1,5,4,Yes
5733,3,2,5,Yes
5734,5,4,2,Yes
5735,3,5,5,No
5736,5,2,3,Yes
5737,2,5,1,Yes
5738,4,3,5,Yes
5739,3,1,3,Yes
5740,1,5,2,No
5741,5,3,2,Yes
5742,2,2,4,Yes
5743,4,2,4,Yes
5744,5,4,3,Yes
5745,2,4,5,No
5746,5,3,3,Yes
5747,3,5,1,Yes
5748,1,3,5,Yes
5749,5,1,5,Yes
5750,3,5,2,Yes
5751,2,5,1,Yes
5752,2,2,5,No
5753,4,1,2,Yes
5754,4,5,3,Yes
5755,3,2,5,Yes
5756,5,3,3,Yes
5757,3,5,4,Yes
5758,1,3,5,Yes
5759,5,4,2,Yes
5760,5,5,5,Yes
5761,2,2,1,No
5762,1,5,3,Yes
5763,5,1,5,No
5764,2,3,3,Yes
5765,3,5,5,Yes
5766,,3,2,No
5767,5,5,4,Yes
5768,3,2,3,Yes
5769,4,4,1,Yes
5770,5,3,5,Yes
5771,2,1,2,No
5772,5,5,4,Yes
5773,1,2,5,Yes
5774,3,4,2,Yes
5775,5,5,5,No
5776,3,2,3,Yes
5777,5,5,1,Yes
5778,2,3,5,Yes
5779,4,1,3,Yes
5780,3,5,2,No
5781,1,3,2,Yes
5782,5,2,4,Yes
5783,2,2,4,Yes
5784,4,4,3,Yes
5785,5,4,5,No
5786,4,4,4,Yes
5787,3,3,3,Yes
5788,1,1,1,Yes
5789,5,5,5,Yes
5790,2,2,2,Yes
5791,4,4,4,Yes
5792,5,5,5,No
5793,2,2,2,Yes
5794,5,5,5,Yes
5795,3,3,3,Yes
5796,1,1,1,Yes
5797,5,5,5,Yes
5798,3,3,3,Yes
5799,2,2,2,Yes
5800,2,2,2,Yes
5801,4,4,4,No
5802,4,4,4,Yes
5803,3,3,3,No
5804,5,5,5,Yes
5805,3,3,3,Yes
5806,1,1,1,No
5807,5,5,5,Yes
5808,5,5,5,Yes
5809,2,2,2,Yes
5810,1,1,1,Yes
5811,5,5,5,No
5812,2,2,2,Yes
5813,3,3,3,Yes
5814,5,5,5,Yes
5815,3,3,3,No
5816,4,4,4,Yes
5817,5,5,5,Yes
5818,2,2,2,Yes
5819,5,5,5,Yes
5820,1,1,1,No
5821,3,3,3,Yes
5822,5,5,5,Yes
5823,3,3,3,Yes
5824,5,5,5,Yes
5825,2,2,2,No
5826,4,4,4,Yes
5827,3,3,3,Yes
5828,1,1,1,Yes
5829,5,5,5,Yes
5830,2,2,2,Yes
5831,4,4,4,Yes
5832,5,5,5,No
5833,2,2,2,Yes
5834,5,5,5,Yes
5835,3,3,3,Yes
5836,1,1,1,Yes
5837,5,5,5,Yes
5838,3,3,3,Yes
5839,2,2,2,Yes
5840,2,2,2,Yes
5841,4,4,4,No
5842,4,4,4,Yes
5843,3,3,3,No
5844,5,5,5,Yes
5845,3,3,3,Yes
5846,1,1,1,No
5847,5,5,5,Yes
5848,5,5,5,Yes
5849,2,2,2,Yes
5850,1,1,1,Yes
5851,5,5,5,No
5852,2,2,2,Yes
5853,3,3,3,Yes
5854,5,5,5,Yes
5855,3,3,3,No
5856,4,4,4,Yes
5857,5,5,5,Yes
5858,2,2,2,Yes
5859,5,5,5,Yes
5860,1,1,1,No
5861,3,3,3,Yes
5862,5,5,5,Yes
5863,3,3,3,Yes
5864,5,5,5,Yes
5865,2,2,2,No
5866,4,4,4,Yes
5867,3,3,3,Yes
5868,1,1,1,Yes
5869,5,5,5,Yes
5870,2,2,2,Yes
5871,4,4,4,Yes
5872,5,5,5,No
5873,2,2,2,Yes
5874,5,5,5,Yes
5875,3,3,3,Yes
5876,1,1,1,Yes
5877,5,5,5,Yes
5878,3,3,3,Yes
5879,2,2,2,Yes
5880,2,2,2,Yes
5881,4,4,4,No
5882,4,4,4,Yes
5883,3,3,3,No
5884,5,5,5,Yes
5885,3,3,3,Yes
5886,1,1,1,No
5887,5,5,5,Yes
5888,5,5,5,Yes
5889,2,2,2,Yes
5890,1,1,1,Yes
5891,5,5,5,No
5892,2,2,2,Yes
5893,3,3,3,Yes
5894,5,5,5,Yes
5895,3,3,3,No
5896,4,4,4,Yes
5897,5,5,5,Yes
5898,2,2,2,Yes
5899,5,5,5,Yes
5900,1,1,1,No
5901,3,3,3,Yes
5902,5,5,5,Yes
5903,3,3,3,Yes
5904,5,5,5,Yes
5905,2,2,2,No
5906,4,4,4,Yes
5907,3,3,3,Yes
5908,1,1,1,Yes
5909,5,5,5,Yes
5910,2,2,2,Yes
5911,4,4,4,Yes
5912,5,5,5,No
5913,2,2,2,Yes
5914,5,5,5,Yes
5915,3,3,3,Yes
5916,1,1,1,Yes
5917,5,5,5,Yes
5918,3,3,3,Yes
5919,2,2,2,Yes
5920,2,2,2,Yes
5921,4,4,4,No
5922,4,4,4,Yes
5923,3,3,3,No
5924,5,5,5,Yes
5925,3,3,3,Yes
5926,1,1,1,No
5927,5,5,5,Yes
5928,5,5,5,Yes
5929,2,2,2,Yes
5930,1,1,1,Yes
5931,5,5,5,No
5932,2,2,2,Yes
5933,3,3,3,Yes
5934,5,5,5,Yes
5935,3,3,3,No
5936,4,4,4,Yes
5937,5,5,5,Yes
5938,2,2,2,Yes
5939,5,5,5,Yes
5940,1,1,1,No
5941,3,3,3,Yes
5942,5,5,5,Yes
5943,3,3,3,Yes
5944,5,5,5,Yes
5945,2,2,2,No
5946,4,4,4,Yes
5947,3,3,3,Yes
5948,1,1,1,Yes
5949,5,5,5,Yes
5950,2,2,2,Yes
5951,4,4,4,Yes
5952,5,5,5,No
5953,2,2,2,Yes
5954,5,5,5,Yes
5955,3,3,3,Yes
5956,1,1,1,Yes
5957,5,5,5,Yes
5958,3,3,3,Yes
5959,2,2,2,Yes
5960,2,2,2,Yes
5961,4,4,4,No
5962,4,4,4,Yes
5963,3,3,3,No
5964,5,5,5,Yes
5965,3,3,3,Yes
5966,1,1,1,No
5967,5,5,5,Yes
5968,5,5,5,Yes
5969,2,2,2,Yes
5970,1,1,1,Yes
5971,5,5,5,No
5972,2,2,2,Yes
5973,3,3,3,Yes
5974,,5,5,Yes
5975,,3,3,No
5976,,4,4,Yes
5977,,5,5,Yes
5978,,2,2,Yes
5979,,5,5,Yes
5980,,1,1,No
5981,,3,3,Yes
5982,,5,5,Yes
5983,,3,3,Yes
5984,,5,5,Yes
5985,,2,2,No
5986,,4,4,Yes
5987,,3,3,Yes
5988,,1,1,Yes
5989,,5,5,Yes
5990,,2,2,Yes
5991,,4,4,Yes
5992,,5,5,No
5993,,2,2,Yes
5994,,5,5,Yes
5995,,3,3,Yes
5996,,1,1,Yes
5997,5,5,5,Yes
5998,3,3,3,Yes
5999,4,2,2,Yes
6000,5,2,2,Yes
6001,2,4,4,No
6002,5,4,4,Yes
6003,1,3,3,No
6004,3,5,5,Yes
6005,5,3,3,Yes
6006,3,1,1,No
6007,5,5,5,Yes
6008,2,5,5,Yes
6009,4,2,2,Yes
6010,3,1,1,Yes
6011,1,5,5,No
6012,5,2,2,Yes
6013,2,3,3,Yes
6014,4,,,Yes
6015,5,5,5,No
6016,2,3,3,Yes
6017,5,4,4,Yes
6018,3,5,5,Yes
6019,1,2,2,Yes
6020,5,5,5,No
6021,3,1,1,Yes
6022,2,3,3,Yes
6023,2,5,5,Yes
6024,4,3,3,Yes
6025,4,5,5,No
6026,3,2,2,Yes
6027,5,4,4,Yes
6028,3,3,3,Yes
6029,1,1,1,Yes
6030,5,5,5,Yes
6031,5,2,2,Yes
6032,2,4,4,No
6033,1,5,5,Yes
6034,5,2,2,Yes
6035,2,5,5,Yes
6036,3,3,3,Yes
6037,5,1,1,Yes
6038,3,5,5,Yes
6039,4,3,3,Yes
6040,5,2,2,Yes
6041,2,2,2,No
6042,5,4,4,Yes
6043,1,4,4,No
6044,3,3,3,Yes
6045,5,5,5,Yes
6046,3,3,3,No
6047,5,1,1,Yes
6048,2,5,5,Yes
6049,4,5,5,Yes
6050,3,2,2,Yes
6051,1,1,1,No
6052,5,5,5,Yes
6053,2,2,2,Yes
6054,4,3,3,Yes
6055,5,5,5,No
6056,2,3,3,Yes
6057,5,4,4,Yes
6058,3,5,5,Yes
6059,1,2,2,Yes
6060,5,5,5,No
6061,3,1,1,Yes
6062,2,3,3,Yes
6063,2,5,5,Yes
6064,4,3,3,Yes
6065,4,5,5,No
6066,3,2,2,Yes
6067,5,4,4,Yes
6068,3,3,3,Yes
6069,1,1,1,Yes
6070,5,5,5,Yes
6071,5,2,2,Yes
6072,2,4,4,No
6073,1,5,5,Yes
6074,5,2,2,Yes
6075,2,5,5,Yes
6076,3,3,3,Yes
6077,5,1,1,Yes
6078,3,5,5,Yes
6079,4,3,3,Yes
6080,5,2,2,Yes
6081,2,2,2,No
6082,5,4,4,Yes
6083,1,4,4,No
6084,3,3,3,Yes
6085,5,5,5,Yes
6086,3,3,3,No
6087,5,1,1,Yes
6088,2,5,5,Yes
6089,4,5,5,Yes
6090,3,2,2,Yes
6091,1,1,1,No
6092,5,5,5,Yes
6093,2,2,2,Yes
6094,4,3,3,Yes
6095,5,5,5,No
6096,2,3,3,Yes
6097,5,4,4,Yes
6098,3,5,5,Yes
6099,1,2,2,Yes
6100,5,5,5,No
6101,3,1,1,Yes
6102,2,3,3,Yes
6103,2,5,5,Yes
6104,4,3,3,Yes
6105,4,5,5,No
6106,3,2,2,Yes
6107,5,4,4,Yes
6108,3,3,3,Yes
6109,1,1,1,Yes
6110,5,5,5,Yes
6111,5,2,2,Yes
6112,2,4,4,No
6113,1,5,5,Yes
6114,5,2,2,
6115,2,5,5,
6116,3,3,3,
6117,5,1,1,
6118,3,5,5,
6119,4,3,3,
6120,5,2,2,
6121,2,2,2,
6122,5,4,4,
6123,1,4,4,
6124,3,3,3,
6125,5,5,5,
6126,3,3,3,
6127,5,1,1,
6128,2,5,5,
6129,4,5,5,
6130,3,2,2,
6131,1,1,1,
6132,5,5,5,
6133,2,2,2,
6134,4,3,3,
6135,5,5,5,
6136,2,3,3,
6137,5,4,4,
6138,3,5,5,
6139,1,2,2,
6140,5,5,5,
6141,3,1,1,
6142,2,3,3,
6143,2,5,5,
6144,4,3,3,
6145,4,5,5,
6146,3,2,2,
6147,5,4,4,
6148,3,3,3,
6149,1,1,1,
6150,5,5,5,
6151,5,2,2,
6152,2,4,4,
6153,1,5,5,
6154,5,2,2,
6155,2,5,5,
6156,3,3,3,
6157,,1,1,
6158,5,5,5,
6159,3,3,3,
6160,4,2,2,
6161,5,2,2,
6162,2,4,4,
6163,5,4,4,
6164,1,3,3,
6165,3,5,5,
6166,5,3,3,
6167,3,1,1,
6168,5,5,5,
6169,2,5,5,
6170,4,2,2,
6171,3,1,1,
6172,1,5,5,
6173,5,2,2,
6174,2,3,3,
6175,4,,,
6176,5,,,
6177,2,,,
6178,5,,,
6179,3,,,
6180,1,,,Yes
6181,5,,,Yes
6182,3,,,Yes
6183,2,,,Yes
6184,2,,,Yes
6185,4,,,Yes
6186,4,,,Yes
6187,3,,5,No
6188,5,,3,Yes
6189,3,5,4,No
6190,1,3,5,Yes
6191,5,4,2,Yes
6192,5,5,5,No
6193,2,2,1,Yes
6194,1,5,3,Yes
6195,5,1,5,Yes
6196,2,3,3,Yes
6197,3,5,5,No
6198,5,3,2,Yes
6199,3,5,4,Yes
6200,4,2,3,Yes
6201,5,4,1,No
6202,2,3,5,Yes
6203,5,1,2,Yes
6204,1,5,4,Yes
6205,3,2,5,Yes
6206,5,4,2,No
6207,3,5,5,Yes
6208,5,2,3,Yes
6209,2,5,1,Yes
6210,4,3,5,Yes
6211,3,1,3,No
6212,1,5,2,Yes
6213,5,3,2,Yes
6214,2,2,4,Yes
6215,4,2,4,Yes
6216,5,4,3,Yes
6217,2,4,5,Yes
6218,5,3,3,No
6219,3,5,1,Yes
6220,1,3,5,Yes
6221,5,1,5,Yes
6222,3,5,2,Yes
6223,2,5,1,Yes
6224,2,2,5,Yes
6225,4,1,2,Yes
6226,4,5,3,Yes
6227,3,2,5,No
6228,5,3,3,Yes
6229,3,5,4,No
6230,1,3,5,Yes
6231,5,4,2,Yes
6232,5,5,5,No
6233,2,2,1,Yes
6234,1,5,3,Yes
6235,5,1,5,Yes
6236,2,3,3,Yes
6237,3,5,5,No
6238,5,3,2,Yes
6239,3,5,4,Yes
6240,4,2,3,Yes
6241,5,4,1,No
6242,2,3,5,Yes
6243,5,1,2,Yes
6244,1,5,4,Yes
6245,3,2,5,Yes
6246,5,4,2,No
6247,3,5,5,Yes
6248,5,2,3,Yes
6249,2,5,1,Yes
6250,4,3,5,Yes
6251,3,1,3,No
6252,1,5,2,Yes
6253,5,3,2,Yes
6254,2,2,4,Yes
6255,4,2,4,Yes
6256,5,4,3,Yes
6257,2,4,5,Yes
6258,5,3,3,No
6259,3,5,1,Yes
6260,1,3,5,Yes
6261,5,1,5,Yes
6262,3,5,2,Yes
6263,2,5,1,Yes
6264,2,2,5,Yes
6265,4,1,2,Yes
6266,4,5,3,Yes
6267,3,2,5,No
6268,5,3,3,Yes
6269,3,5,4,No
6270,1,3,5,Yes
6271,5,4,2,Yes
6272,5,5,5,No
6273,2,2,1,Yes
6274,1,5,3,Yes
6275,5,1,5,Yes
6276,2,3,3,Yes
6277,3,5,5,No
6278,5,3,2,Yes
6279,3,5,4,Yes
6280,4,2,3,Yes
6281,5,4,1,No
6282,2,3,5,Yes
6283,5,1,2,Yes
6284,1,5,4,Yes
6285,3,2,5,Yes
6286,5,4,2,No
6287,3,5,5,Yes
6288,5,2,3,Yes
6289,2,5,1,Yes
6290,4,3,5,Yes
6291,3,1,3,No
6292,1,5,2,Yes
6293,5,3,2,Yes
6294,2,2,4,Yes
6295,4,2,4,Yes
6296,5,4,3,Yes
6297,2,4,5,Yes
6298,5,3,3,No
6299,3,5,1,Yes
6300,1,3,5,Yes
6301,5,1,5,Yes
6302,3,5,2,Yes
6303,2,5,1,Yes
6304,2,2,5,Yes
6305,4,1,2,Yes
6306,4,5,3,Yes
6307,3,2,5,No
6308,5,3,3,Yes
6309,3,5,4,No
6310,1,3,5,Yes
6311,5,4,2,Yes
6312,5,5,5,No
6313,2,2,1,Yes
6314,1,5,3,Yes
6315,5,1,5,Yes
6316,2,3,3,Yes
6317,3,5,5,No
6318,,3,2,Yes
6319,5,5,4,Yes
6320,3,2,3,Yes
6321,4,4,1,No
6322,5,3,5,Yes
6323,2,1,2,Yes
6324,5,5,4,Yes
6325,1,2,5,Yes
6326,3,4,2,No
6327,5,5,5,Yes
6328,3,2,3,Yes
6329,5,5,1,Yes
6330,2,3,5,Yes
6331,4,1,3,No
6332,3,5,2,Yes
6333,1,3,2,Yes
6334,5,2,4,Yes
6335,2,2,4,Yes
6336,4,4,3,Yes
6337,5,4,5,Yes
6338,2,3,3,No
6339,5,5,1,Yes
6340,3,3,5,Yes
6341,1,1,5,Yes
6342,4,4,4,Yes
6343,3,3,3,Yes
6344,1,1,1,Yes
6345,5,5,5,Yes
6346,2,2,2,Yes
6347,4,4,4,No
6348,5,5,5,Yes
6349,2,2,2,No
6350,5,5,5,Yes
6351,3,3,3,Yes
6352,1,1,1,No
6353,5,5,5,Yes
6354,3,3,3,Yes
6355,2,2,2,Yes
6356,2,2,2,Yes
6357,4,4,4,No
6358,4,4,4,Yes
6359,3,3,3,Yes
6360,5,5,5,Yes
6361,3,3,3,No
6362,1,1,1,Yes
6363,5,5,5,Yes
6364,5,5,5,Yes
6365,2,2,2,Yes
6366,1,1,1,No
6367,5,5,5,Yes
6368,2,2,2,Yes
6369,3,3,3,Yes
6370,5,5,5,Yes
6371,3,3,3,No
6372,4,4,4,Yes
6373,5,5,5,Yes
6374,2,2,2,Yes
6375,5,5,5,Yes
6376,1,1,1,Yes
6377,3,3,3,Yes
6378,5,5,5,No
6379,3,3,3,Yes
6380,5,5,5,Yes
6381,2,2,2,Yes
6382,4,4,4,Yes
6383,3,3,3,Yes
6384,1,1,1,Yes
6385,5,5,5,Yes
6386,2,2,2,Yes
6387,4,4,4,No
6388,5,5,5,Yes
6389,2,2,2,No
6390,5,5,5,Yes
6391,3,3,3,Yes
6392,1,1,1,No
6393,5,5,5,Yes
6394,3,3,3,Yes
6395,2,2,2,Yes
6396,2,2,2,Yes
6397,4,4,4,No
6398,4,4,4,Yes
6399,3,3,3,Yes
6400,5,5,5,Yes
6401,3,3,3,No
6402,1,1,1,Yes
6403,5,5,5,Yes
6404,5,5,5,Yes
6405,2,2,2,Yes
6406,1,1,1,No
6407,5,5,5,Yes
6408,2,2,2,Yes
6409,3,3,3,Yes
6410,5,5,5,Yes
6411,3,3,3,No
6412,4,4,4,Yes
6413,5,5,5,Yes
6414,2,2,2,Yes
6415,5,5,5,Yes
6416,1,1,1,Yes
6417,3,3,3,Yes
6418,5,5,5,No
6419,3,3,3,Yes
6420,5,5,5,Yes
6421,2,2,2,Yes
6422,4,4,4,Yes
6423,3,3,3,Yes
6424,1,1,1,Yes
6425,5,5,5,Yes
6426,2,2,2,Yes
6427,4,4,4,No
6428,5,5,5,Yes
6429,2,2,2,No
6430,5,5,5,Yes
6431,3,3,3,Yes
6432,1,1,1,No
6433,5,5,5,Yes
6434,3,3,3,Yes
6435,2,2,2,Yes
6436,2,2,2,Yes
6437,4,4,4,No
6438,4,4,4,Yes
6439,3,3,3,Yes
6440,5,5,5,Yes
6441,3,3,3,No
6442,1,1,1,Yes
6443,5,5,5,Yes
6444,5,5,5,Yes
6445,2,2,2,Yes
6446,1,1,1,No
6447,5,5,5,Yes
6448,2,2,2,Yes
6449,3,3,3,Yes
6450,5,5,5,Yes
6451,3,3,3,No
6452,4,4,4,Yes
6453,5,5,5,Yes
6454,2,2,2,Yes
6455,5,5,5,Yes
6456,1,1,1,Yes
6457,3,3,3,Yes
6458,5,5,5,No
6459,3,3,3,Yes
6460,5,5,5,Yes
6461,2,2,2,Yes
6462,4,4,4,Yes
6463,3,3,3,Yes
6464,1,1,1,Yes
6465,5,5,5,Yes
6466,2,2,2,Yes
6467,4,4,4,No
6468,5,5,5,Yes
6469,2,2,2,No
6470,5,5,5,Yes
6471,3,3,3,Yes
6472,1,1,1,No
6473,5,5,5,Yes
6474,3,3,3,Yes
6475,2,2,2,Yes
6476,2,2,2,Yes
6477,4,4,4,No
6478,4,4,4,Yes
6479,3,3,3,Yes
6480,5,5,5,Yes
6481,3,3,3,No
6482,1,1,1,Yes
6483,5,5,5,Yes
6484,5,5,5,Yes
6485,2,2,2,Yes
6486,1,1,1,No
6487,5,5,5,Yes
6488,2,2,2,Yes
6489,3,3,3,Yes
6490,5,5,5,Yes
6491,3,3,3,No
6492,4,4,4,Yes
6493,5,5,5,Yes
6494,2,2,2,Yes
6495,5,5,5,Yes
6496,1,1,1,Yes
6497,3,3,3,Yes
6498,5,5,5,No
6499,3,3,3,Yes
6500,5,5,5,Yes
6501,2,2,2,Yes
6502,4,4,4,Yes
6503,3,3,3,Yes
6504,1,1,1,Yes
6505,5,5,5,Yes
6506,2,2,2,Yes
6507,4,4,4,No
6508,5,5,5,Yes
6509,2,2,2,No
6510,5,5,5,Yes
6511,3,3,3,Yes
6512,1,1,1,No
6513,5,5,5,Yes
6514,3,3,3,Yes
6515,2,2,2,Yes
6516,2,2,2,Yes
6517,4,4,4,No
6518,4,4,4,Yes
6519,3,3,3,Yes
6520,5,5,5,Yes
6521,3,3,3,No
6522,1,1,1,Yes
6523,5,5,5,Yes
6524,5,5,5,Yes
6525,2,2,2,Yes
6526,1,1,1,No
6527,5,5,5,Yes
6528,2,2,2,Yes
6529,3,3,3,Yes
6530,,5,5,Yes
6531,,3,3,No
6532,,4,4,Yes
6533,,5,5,Yes
6534,,2,2,Yes
6535,,5,5,Yes
6536,,1,1,Yes
6537,,3,3,Yes
6538,,5,5,No
6539,,3,3,Yes
6540,,5,5,Yes
6541,,2,2,Yes
6542,,4,4,Yes
6543,,3,3,Yes
6544,,1,1,Yes
6545,,5,5,Yes
6546,,2,2,Yes
6547,,4,4,No
6548,,5,5,Yes
6549,,2,2,No
6550,,5,5,Yes
6551,,3,3,Yes
6552,,1,1,No
6553,5,5,5,Yes
6554,3,3,3,Yes
6555,4,2,2,Yes
6556,5,2,2,Yes
6557,2,4,4,No
6558,5,4,4,Yes
6559,1,3,3,Yes
6560,3,5,5,Yes
6561,5,3,3,No
6562,3,1,1,Yes
6563,5,5,5,Yes
6564,2,5,5,Yes
6565,4,2,2,Yes
6566,3,1,1,No
6567,1,5,5,Yes
6568,5,2,2,Yes
6569,2,3,3,Yes
6570,4,,,Yes
6571,5,5,5,No
6572,2,3,3,Yes
6573,5,4,4,Yes
6574,3,5,5,Yes
6575,1,2,2,Yes
6576,5,5,5,Yes
6577,3,1,1,Yes
6578,2,3,3,No
6579,2,5,5,Yes
6580,4,3,3,
6581,4,5,5,
6582,3,2,2,
6583,5,4,4,
6584,3,3,3,
6585,1,1,1,
6586,5,5,5,
6587,5,2,2,
6588,2,4,4,
6589,1,5,5,
6590,5,2,2,
6591,2,5,5,
6592,3,3,3,
6593,5,1,1,
6594,3,5,5,
6595,4,3,3,
6596,5,2,2,
6597,2,2,2,
6598,5,4,4,
6599,1,4,4,
6600,3,3,3,
6601,5,5,5,
6602,3,3,3,
6603,5,1,1,
6604,2,5,5,
6605,4,5,5,
6606,3,2,2,
6607,1,1,1,
6608,5,5,5,
6609,2,2,2,
6610,4,3,3,
6611,5,5,5,
6612,2,3,3,
6613,5,4,4,
6614,3,5,5,
6615,1,2,2,
6616,5,5,5,
6617,3,1,1,
6618,2,3,3,
6619,2,5,5,
6620,4,3,3,
6621,4,5,5,
6622,3,2,2,
6623,5,4,4,
6624,3,3,3,
6625,1,1,1,
6626,5,5,5,
6627,5,2,2,
6628,2,4,4,
6629,1,5,5,
6630,5,2,2,
6631,2,5,5,
6632,3,3,3,
6633,5,1,1,
6634,3,5,5,
6635,4,3,3,
6636,5,2,2,
6637,2,2,2,
6638,5,4,4,
6639,1,4,4,
6640,3,3,3,
6641,5,5,5,
6642,3,3,3,
6643,5,1,1,
6644,2,5,5,
6645,4,5,5,
6646,3,2,2,
6647,1,1,1,
6648,5,5,5,
6649,2,2,2,
6650,4,3,3,
6651,5,5,5,
6652,2,3,3,
6653,5,4,4,
6654,3,5,5,
6655,1,2,2,
6656,5,5,5,
6657,3,1,1,
6658,2,3,3,
6659,2,5,5,
6660,4,3,3,
6661,4,5,5,
6662,3,2,2,
6663,5,4,4,
6664,3,3,3,
6665,1,1,1,
6666,5,5,5,
6667,5,2,2,
6668,2,4,4,
6669,1,5,5,
6670,5,2,2,
6671,2,5,5,
6672,3,3,3,
6673,5,1,1,
6674,3,5,5,
6675,4,3,3,
6676,5,2,2,
6677,2,2,2,
6678,5,4,4,
6679,1,4,4,
6680,3,3,3,
6681,5,5,5,
6682,3,3,3,
6683,5,1,1,
6684,2,5,5,
6685,4,5,5,
6686,3,2,2,
6687,1,1,1,
6688,5,5,5,
6689,2,2,2,
6690,4,3,3,
6691,5,5,5,
6692,2,3,3,
6693,5,4,4,
6694,3,5,5,
6695,1,2,2,
6696,5,5,5,
6697,3,1,1,
6698,2,3,3,
6699,2,5,5,
6700,4,3,3,
6701,4,5,5,
6702,3,2,2,
6703,5,4,4,
6704,3,3,3,
6705,1,1,1,
6706,5,5,5,
6707,5,2,2,
6708,2,4,4,
6709,1,5,5,
6710,5,2,2,
6711,2,5,5,
6712,3,3,3,
6713,,1,1,
6714,5,5,5,
6715,3,3,3,
6716,4,2,2,
6717,5,2,2,
6718,2,4,4,
6719,5,4,4,
6720,1,3,3,
6721,3,5,5,
6722,5,3,3,
6723,3,1,1,
6724,5,5,5,
6725,2,5,5,
6726,4,2,2,
6727,3,1,1,
6728,1,5,5,
6729,5,2,2,
6730,2,3,3,
6731,4,,,Yes
6732,5,,,Yes
6733,2,,,Yes
6734,5,,,Yes
6735,3,,,Yes
6736,1,,,Yes
6737,5,,,Yes
6738,3,,,No
6739,2,,,Yes
6740,2,,,No
6741,4,,,Yes
6742,4,,,Yes
6743,3,,5,No
6744,5,,3,Yes
6745,3,5,4,Yes
6746,1,3,5,Yes
6747,5,4,2,Yes
6748,5,5,5,No
6749,2,2,1,Yes
6750,1,5,3,Yes
6751,5,1,5,Yes
6752,2,3,3,No
6753,3,5,5,Yes
6754,5,3,2,Yes
6755,3,5,4,Yes
6756,4,2,3,Yes
6757,5,4,1,No
6758,2,3,5,Yes
6759,5,1,2,Yes
6760,1,5,4,Yes
6761,3,2,5,Yes
6762,5,4,2,No
6763,3,5,5,Yes
6764,5,2,3,Yes
6765,2,5,1,Yes
6766,4,3,5,Yes
6767,3,1,3,Yes
6768,1,5,2,Yes
6769,5,3,2,No
6770,2,2,4,Yes
6771,4,2,4,Yes
6772,5,4,3,Yes
6773,2,4,5,Yes
6774,5,3,3,Yes
6775,3,5,1,Yes
6776,1,3,5,Yes
6777,5,1,5,Yes
6778,3,5,2,No
6779,2,5,1,Yes
6780,2,2,5,No
6781,4,1,2,Yes
6782,4,5,3,Yes
6783,3,2,5,No
6784,5,3,3,Yes
6785,3,5,4,Yes
6786,1,3,5,Yes
6787,5,4,2,Yes
6788,5,5,5,No
6789,2,2,1,Yes
6790,1,5,3,Yes
6791,5,1,5,Yes
6792,2,3,3,No
6793,3,5,5,Yes
6794,5,3,2,Yes
6795,3,5,4,Yes
6796,4,2,3,Yes
6797,5,4,1,No
6798,2,3,5,Yes
6799,5,1,2,Yes
